tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,kota
2019-11-21,27,35.5,30.8,67,0,8,5,100,Surabaya
2019-11-22,27,36.5,31.1,65,0,8.7,5,120,Surabaya
2019-11-23,27,37,31.7,63,0,9.6,6,210,Surabaya
2019-11-24,27,37,31.5,66,0,9.7,6,130,Surabaya
2019-11-25,27,36.8,31.7,66,0,9.6,4,360,Surabaya
2019-11-26,27,36.7,31.3,68,0,9.4,4,320,Surabaya
2019-11-27,27,34.9,29.7,76,19.6,9.5,4,90,Surabaya
2019-11-28,27,36.8,31.4,66,0,5.3,4,160,Surabaya
2019-11-29,27,36.4,31.4,67,0,7.1,6,130,Surabaya
2019-11-30,27,36.5,32,68,0,9.4,5,90,Surabaya
2019-12-01,28,37,31.7,67,0,8.4,5,60,Surabaya
2019-12-02,28,37.6,31.9,70,0,9.5,4,290,Surabaya
2019-12-03,27,37.4,31.6,69,0,8.2,4,300,Surabaya
2019-12-04,27,36.3,31.1,68,14.5,8.6,4,70,Surabaya
2019-12-05,26,33.7,29.8,80,26,7.2,3,110,Surabaya
2019-12-06,27,36,29.3,77,0.3,2.7,4,100,Surabaya
2019-12-07,27,35,30.4,72,0.5,6.3,4,30,Surabaya
2019-12-08,27,37.1,31.3,68,0,6.6,5,350,Surabaya
2019-12-09,28,36,31.3,69,0,9.4,4,40,Surabaya
2019-12-10,27,35.2,30.5,75,13.3,9.5,6,120,Surabaya
2019-12-11,28,35.5,30.9,70,0,8.1,5,40,Surabaya
2019-12-12,27,35,30.6,69,0,7.1,4,30,Surabaya
2019-12-13,26,35.7,30.2,70,0,3.6,4,130,Surabaya
2019-12-14,26,35.4,30.8,68,0,7.5,3,350,Surabaya
2019-12-15,26,34.5,29.2,75,0,6.2,6,310,Surabaya
2019-12-16,26,35.3,29.5,74,0,3.8,3,250,Surabaya
2019-12-17,26,34.8,29.4,76,,5,3,90,Surabaya
2019-12-18,26,35.6,30.2,74,0.5,4.5,5,40,Surabaya
2019-12-19,27,36.4,31.5,71,,9.3,4,290,Surabaya
2019-12-20,26,36,30.7,72,0,9.5,4,50,Surabaya
2019-12-21,27,36.9,30.9,74,11.6,9.3,3,330,Surabaya
2019-12-22,27,35,29.9,77,2.9,9.3,4,320,Surabaya
2019-12-23,26,35.9,30,73,0,4.8,4,290,Surabaya
2019-12-24,26,34.8,29.9,74,4.1,6,3,70,Surabaya
2019-12-25,28,35.4,28.7,82,0,6.5,4,320,Surabaya
2019-12-26,25,33.2,28.8,82,48.5,4.8,3,290,Surabaya
2019-12-27,26,34,29,81,,5.7,3,110,Surabaya
2019-12-28,25,34.7,29.6,77,11,3.2,4,280,Surabaya
2019-12-29,26,35.3,30.4,76,0,8.4,4,300,Surabaya
2019-12-30,26,36,29.8,76,,6.4,3,340,Surabaya
2019-12-31,26,35,29.7,80,0,5.3,4,70,Surabaya
2020-01-01,26.2,32.6,28.7,79,,4.6,5,270,Surabaya
2020-01-02,25.4,34.2,28.9,78,1.3,0.3,7,300,Surabaya
2020-01-03,26,34.2,28.6,81,0,4,6,280,Surabaya
2020-01-04,26.2,32.3,28.3,82,1.8,4.9,6,300,Surabaya
2020-01-05,26.5,35.1,28.6,81,1.3,0.2,11,310,Surabaya
2020-01-06,24.2,35.2,28.5,79,16.4,4.5,5,310,Surabaya
2020-01-07,25,35.2,28.8,82,39.2,8.2,8,280,Surabaya
2020-01-08,26.4,33,28.7,82,0.5,5,5,290,Surabaya
2020-01-09,26,32.9,28.1,84,2,1.5,4,40,Surabaya
2020-01-10,25.2,33.2,28.5,82,52.8,6,4,300,Surabaya
2020-01-11,25,34.4,28.3,80,3.2,5.3,6,300,Surabaya
2020-01-12,26.2,33.2,29.1,76,6,5.5,6,320,Surabaya
2020-01-13,26.4,33.9,29.7,74,0,3,5,290,Surabaya
2020-01-14,26.3,34.1,29.4,78,,4.5,5,320,Surabaya
2020-01-15,26.8,34.8,29.1,80,0,7.1,3,90,Surabaya
2020-01-16,26.2,34,29.5,78,1,4.3,2,300,Surabaya
2020-01-17,26,34.6,29.7,77,,4,3,40,Surabaya
2020-01-18,26.8,35.4,30.4,74,0,8.9,4,270,Surabaya
2020-01-19,25.8,35.4,29.7,79,18.3,6.8,5,170,Surabaya
2020-01-20,26.7,34,29.1,81,0,9,3,330,Surabaya
2020-01-21,26,33.6,29.2,82,2.5,6,4,50,Surabaya
2020-01-22,26.3,35.9,30.5,77,35.3,1.8,4,180,Surabaya
2020-01-23,26.7,32,29,84,2.5,9.3,3,150,Surabaya
2020-01-24,26.8,33.7,29.5,81,1.4,2.6,4,60,Surabaya
2020-01-25,26.4,34.4,29.3,78,11,5.8,4,350,Surabaya
2020-01-26,25.8,34.2,29.4,76,0,7,5,70,Surabaya
2020-01-27,26.2,33.2,29.7,78,,9.2,4,300,Surabaya
2020-01-28,27.1,35.2,30.7,76,9.8,3.5,4,300,Surabaya
2020-01-29,27.5,36.1,30.2,76,0,6.7,3,300,Surabaya
2020-01-30,27,35,28.8,80,,3.6,8,290,Surabaya
2020-01-31,25.9,34.6,28.8,81,2.8,5.3,3,280,Surabaya
2020-02-01,25,33.6,29,80,14.5,5.3,3,330,Surabaya
2020-02-02,24.7,33.9,28.4,83,29.8,2.1,4,310,Surabaya
2020-02-03,25.5,34.8,28.9,78,0.2,6,5,330,Surabaya
2020-02-04,25.2,33.6,28.9,80,,8,4,70,Surabaya
2020-02-05,25.9,34.4,29.4,81,0,9.3,4,20,Surabaya
2020-02-06,26.2,34.9,29.5,76,,9.3,6,300,Surabaya
2020-02-07,25.9,34,28.5,84,4.2,7.8,4,270,Surabaya
2020-02-08,25,32.1,28,84,32.8,5,6,300,Surabaya
2020-02-09,25.8,32.9,29.4,76,0,3.1,6,280,Surabaya
2020-02-10,26.5,35.6,29.3,77,,1,6,360,Surabaya
2020-02-11,25.4,33,28.2,87,30,8.2,4,30,Surabaya
2020-02-12,25.4,32.2,28.7,85,3.8,2.7,5,100,Surabaya
2020-02-13,26.2,34.4,29.7,79,9.8,2.5,4,300,Surabaya
2020-02-14,27,34,29.6,80,,7.7,4,120,Surabaya
2020-02-15,26.4,34.4,29,79,0,2.4,5,160,Surabaya
2020-02-16,26.5,36.5,29.4,79,0,5.6,3,310,Surabaya
2020-02-17,26,32.8,28.1,84,11.6,8.3,6,300,Surabaya
2020-02-18,24,32.1,27.1,86,45.7,4,4,310,Surabaya
2020-02-19,25,33.4,28.3,83,0.4,2.2,5,300,Surabaya
2020-02-20,25.4,30.4,27.4,84,3.2,4.6,7,290,Surabaya
2020-02-21,25.5,33.6,28.9,79,0,3.4,4,120,Surabaya
2020-02-22,26,35,28.5,84,20.7,5.3,3,300,Surabaya
2020-02-23,25.3,34.2,29.1,82,56.6,7,5,320,Surabaya
2020-02-24,26.1,34.3,29.5,80,7.8,7.6,4,300,Surabaya
2020-02-25,26.5,35.1,28.9,80,0,4.2,4,320,Surabaya
2020-02-26,25.5,32.8,29,83,42,7.9,4,320,Surabaya
2020-02-27,25.2,34.6,29.3,81,40.5,4,5,290,Surabaya
2020-02-28,25.2,35.2,28.6,84,20.4,5.9,5,280,Surabaya
2020-02-29,25,35,29.4,82,101.8,7.2,6,280,Surabaya
2020-03-01,26.4,31.3,27.9,86,0,5.7,5,30,Surabaya
2020-03-02,25.9,34.8,29.5,80,8,1.5,4,290,Surabaya
2020-03-03,26.6,35.1,29.6,81,0.7,6.6,3,310,Surabaya
2020-03-04,26.7,33.6,27.5,88,1.4,7.3,3,310,Surabaya
2020-03-05,26,32.7,28.2,84,45,4.6,7,300,Surabaya
2020-03-06,26.5,34,28.3,82,7.4,2,3,280,Surabaya
2020-03-07,25,34,28.1,85,32.3,5.9,4,310,Surabaya
2020-03-08,25.4,34.2,28.2,84,47.4,4.8,6,280,Surabaya
2020-03-09,26,35.1,28.8,82,43.3,5,5,300,Surabaya
2020-03-10,25.2,35,29.5,76,47.4,7.8,3,300,Surabaya
2020-03-11,25.8,34.8,30,82,0,7.7,4,350,Surabaya
2020-03-12,27.4,35.4,30.4,80,0,7.6,6,320,Surabaya
2020-03-13,27.5,36,29.5,80,0,8.5,4,340,Surabaya
2020-03-14,25.8,34.6,29.1,82,39.1,6.2,4,360,Surabaya
2020-03-15,26.6,34.8,29.6,82,6,5.4,2,70,Surabaya
2020-03-16,26,34.7,29.5,78,15.2,7.3,4,140,Surabaya
2020-03-17,25.8,34.2,29.7,80,16,7.5,5,70,Surabaya
2020-03-18,26.1,33.8,27.2,88,4.4,8.4,5,100,Surabaya
2020-03-19,26.5,33.7,28.2,85,6.5,4.8,3,110,Surabaya
2020-03-20,25.7,33.6,28.5,80,1,7.3,7,20,Surabaya
2020-03-21,26,33.6,29.3,80,0,6.2,3,40,Surabaya
2020-03-22,26.8,34,28.8,83,,8.2,4,140,Surabaya
2020-03-23,25.8,35.2,28.6,80,2.8,5.6,3,300,Surabaya
2020-03-24,24.8,35.6,28.5,84,15.4,6.8,4,100,Surabaya
2020-03-25,26.1,34.5,29.4,80,0,6.5,5,70,Surabaya
2020-03-26,25.8,35,29.4,79,5.5,8.3,5,130,Surabaya
2020-03-27,26.2,35.3,30.3,75,0,8.6,4,290,Surabaya
2020-03-28,27.2,34.7,30.1,81,0,5.9,4,310,Surabaya
2020-03-29,27,32.3,28.6,85,,5,3,300,Surabaya
2020-03-30,26.3,34.4,29.3,80,3.7,1,3,80,Surabaya
2020-03-31,,,,,,,,,Surabaya
2020-04-01,26.6,35.2,29,81,0.5,6.3,3,90,Surabaya
2020-04-02,27,33.8,29.8,80,0,3.5,4,70,Surabaya
2020-04-03,26.3,34.6,28.8,82,0,5.9,4,50,Surabaya
2020-04-04,26,35.5,30.3,78,,4.9,3,340,Surabaya
2020-04-05,25,33.4,28.9,85,80.5,7.9,4,80,Surabaya
2020-04-06,26.6,33.9,27.8,89,,5.3,3,200,Surabaya
2020-04-07,25,33.6,28.4,80,10.7,3,4,120,Surabaya
2020-04-08,25,34.4,28.3,82,13.4,7,5,290,Surabaya
2020-04-09,25,34.5,29,78,0.2,5.6,5,130,Surabaya
2020-04-10,25.5,34,29.2,80,18.2,8.2,6,150,Surabaya
2020-04-11,26.2,34,29.3,82,23,5.2,4,130,Surabaya
2020-04-12,25.4,33.3,29,82,34.1,5.5,4,30,Surabaya
2020-04-13,25.5,34.3,29.2,80,30.5,6.9,4,350,Surabaya
2020-04-14,25,33.9,28.6,82,57,8.1,4,60,Surabaya
2020-04-15,25.8,34,29.9,79,,8.2,4,140,Surabaya
2020-04-16,27,34.2,29.8,80,0,8.1,6,70,Surabaya
2020-04-17,25.8,33.8,27.9,88,12.5,6.2,5,80,Surabaya
2020-04-18,26.4,32.6,28,88,0.5,1,4,320,Surabaya
2020-04-19,25.8,31.7,28.5,86,6.5,3.6,3,320,Surabaya
2020-04-20,26.7,34.4,30,80,22.5,2,3,90,Surabaya
2020-04-21,26.4,34.5,30,80,6.5,8.5,4,120,Surabaya
2020-04-22,27.6,34.6,30.3,80,,7.8,6,130,Surabaya
2020-04-23,27.8,35,30.5,78,,8.6,6,110,Surabaya
2020-04-24,27,34.4,30.1,72,0,8.4,7,100,Surabaya
2020-04-25,27.4,34.4,30.1,78,0,8.4,4,30,Surabaya
2020-04-26,26.5,33.8,29.5,80,5.7,5.5,6,120,Surabaya
2020-04-27,26.6,34.6,30.1,74,0,3.7,5,150,Surabaya
2020-04-28,27.5,33.4,29,82,1,8,4,60,Surabaya
2020-04-29,26.6,34.5,29.3,77,,2.6,5,110,Surabaya
2020-04-30,25.6,33.7,29.1,80,3.9,5.5,5,130,Surabaya
2020-05-01,26.7,34.6,29.8,77,,4.5,4,130,Surabaya
2020-05-02,26.7,35,30.1,68,0,8,4,110,Surabaya
2020-05-03,,33.4,29.2,80,2.7,8.2,4,70,Surabaya
2020-05-04,27,33.8,29.5,78,1,4,5,110,Surabaya
2020-05-05,27.5,34.5,30.1,80,0,,5,110,Surabaya
2020-05-06,27.5,34.5,30.3,78,0,6,5,130,Surabaya
2020-05-07,26.5,35.2,30,77,,8,5,150,Surabaya
2020-05-08,27,35.1,30.3,77,,7.9,6,90,Surabaya
2020-05-09,26.7,34.6,29.1,82,,8.5,7,150,Surabaya
2020-05-10,23.6,34.4,29.3,83,15.2,5,5,130,Surabaya
2020-05-11,26.2,34.2,28.9,83,3,6.7,4,160,Surabaya
2020-05-12,26.8,33.8,29.5,78,4,2,5,170,Surabaya
2020-05-13,26.7,34.3,30,77,0,6.7,5,120,Surabaya
2020-05-14,27.2,34,29.6,76,0,8.3,6,140,Surabaya
2020-05-15,26.2,33.6,29.5,74,0,6.7,7,130,Surabaya
2020-05-16,26.4,35,29.5,77,0,7.8,5,140,Surabaya
2020-05-17,26.8,35,30.4,73,,8.2,6,160,Surabaya
2020-05-18,26.4,33.2,29.1,80,0,7.7,3,20,Surabaya
2020-05-19,25.6,34.2,28.8,80,0.3,0.8,3,50,Surabaya
2020-05-20,26,34.4,28.9,82,4,5.2,4,150,Surabaya
2020-05-21,26.8,29.7,27.6,89,14.7,5.8,5,280,Surabaya
2020-05-22,25,35.1,29.7,81,6.3,0.1,4,10,Surabaya
2020-05-23,26.3,36.1,30.2,80,6,8.1,3,310,Surabaya
2020-05-24,26.4,35,29.7,78,,8.3,3,110,Surabaya
2020-05-25,26.6,35,30.2,74,,8.4,4,340,Surabaya
2020-05-26,26,34.8,29.3,81,4,8,3,80,Surabaya
2020-05-27,25.2,32.8,28.5,86,12.2,7.7,4,60,Surabaya
2020-05-28,26.2,31.4,26.8,90,,3.5,3,160,Surabaya
2020-05-29,24.6,32.5,28.1,80,17.7,2,3,120,Surabaya
2020-05-30,25.1,34.1,29.3,80,0,3.5,6,110,Surabaya
2020-05-31,27,32.4,29,82,0,8,7,160,Surabaya
2020-06-01,25.8,31.4,28,86,4,1.2,3,300,Surabaya
2020-06-02,25.8,33.2,28.6,77,,0.2,4,110,Surabaya
2020-06-03,25.6,33.2,29.7,75,0,3.7,9,140,Surabaya
2020-06-04,25.8,33.1,28.7,76,,7.4,6,120,Surabaya
2020-06-05,25.4,34,30.5,71,,8.3,4,130,Surabaya
2020-06-06,25.4,33,28.6,78,0,8.6,4,110,Surabaya
2020-06-07,25.7,32.3,28.3,78,0,7.3,3,60,Surabaya
2020-06-08,25.4,33.6,28.5,76,0,4.4,6,140,Surabaya
2020-06-09,25.8,33.1,28.4,77,,8.2,4,120,Surabaya
2020-06-10,25,33.6,28.7,73,,8,4,50,Surabaya
2020-06-11,25.2,34.2,28.6,75,0,8.4,5,70,Surabaya
2020-06-12,25.6,33.7,28.5,72,0,8.5,6,130,Surabaya
2020-06-13,24.8,33.8,28.6,72,,9.2,6,140,Surabaya
2020-06-14,24.8,32.4,28.5,85,23.3,7.6,5,140,Surabaya
2020-06-15,26,33.1,29.5,82,3.4,1.5,5,140,Surabaya
2020-06-16,26.9,33.3,29.3,79,0.8,4.3,5,130,Surabaya
2020-06-17,25.4,34.4,28.6,77,,7.7,5,50,Surabaya
2020-06-18,25.8,33.8,29.2,74,,8.8,6,130,Surabaya
2020-06-19,26,33.8,29.3,77,0,8,5,130,Surabaya
2020-06-20,25,34.2,28,76,0,8.4,4,140,Surabaya
2020-06-21,25.4,32.9,28.6,75,,4.3,5,150,Surabaya
2020-06-22,25.8,33.5,29,76,0,3,5,170,Surabaya
2020-06-23,25,33.5,28.4,75,0,8.4,6,100,Surabaya
2020-06-24,25.2,33.8,28.7,74,0,8.3,5,140,Surabaya
2020-06-25,24.6,33.4,28.5,71,,8.1,5,140,Surabaya
2020-06-26,23.9,34.4,27.7,72,,8,4,120,Surabaya
2020-06-27,24,34,28.2,70,0,8,5,60,Surabaya
2020-06-28,23.6,33,27.9,71,0,8.3,4,120,Surabaya
2020-06-29,24.6,33.7,28.7,76,,8.2,6,140,Surabaya
2020-06-30,24.9,34.3,28.5,72,0,8,4,160,Surabaya
2020-07-01,25.2,34.9,28.9,73,0,8.1,8,150,Surabaya
2020-07-02,25.5,34.7,29.1,73,0,8.1,5,140,Surabaya
2020-07-03,24.2,34.1,28.1,73,,8.4,6,160,Surabaya
2020-07-04,24.2,33.6,28,72,,9.6,6,170,Surabaya
2020-07-05,23.6,32.4,27.9,73,0,8.4,7,160,Surabaya
2020-07-06,25.2,31.8,26.8,86,0.5,5.4,7,160,Surabaya
2020-07-07,24.6,33.2,28,78,4,2.8,4,140,Surabaya
2020-07-08,24.7,34,28.3,76,0,6,5,120,Surabaya
2020-07-09,24.7,33.3,28,76,0,8.3,6,120,Surabaya
2020-07-10,25,33.6,28.5,72,,8.3,6,190,Surabaya
2020-07-11,24.8,34.3,28.2,71,,8,5,120,Surabaya
2020-07-12,25,34.4,28.5,75,,9,4,80,Surabaya
2020-07-13,25,34.5,28.8,74,0,7.8,5,140,Surabaya
2020-07-14,25.2,34.4,28.4,76,0,8.2,7,140,Surabaya
2020-07-15,26.1,30.4,27.2,86,,6.8,6,70,Surabaya
2020-07-16,25.8,33.2,28.8,78,17.2,1.8,5,200,Surabaya
2020-07-17,26,33.1,28.9,75,0,6.4,5,130,Surabaya
2020-07-18,24.7,34.2,28.6,69,0,8.2,4,110,Surabaya
2020-07-19,25.2,34.8,28.9,72,,8.6,5,120,Surabaya
2020-07-20,25.5,34.2,29.3,70,,8.4,5,120,Surabaya
2020-07-21,24.8,33.2,29,77,0,7.4,7,140,Surabaya
2020-07-22,26.6,33.6,29.1,74,0,7.2,6,170,Surabaya
2020-07-23,25,33.5,28.5,73,,8.4,5,140,Surabaya
2020-07-24,24.3,33,27.7,75,0,8.3,6,140,Surabaya
2020-07-25,22.8,32,26.7,68,,8,5,110,Surabaya
2020-07-26,22.4,32.7,26.6,69,0,8.3,6,120,Surabaya
2020-07-27,22.4,33.1,26.7,68,0,8.2,7,150,Surabaya
2020-07-28,22.6,33.4,27.7,72,,9,5,70,Surabaya
2020-07-29,23.6,31.6,27.4,68,0,8.2,6,160,Surabaya
2020-07-30,22,32.6,26.1,68,0,7.3,5,120,Surabaya
2020-07-31,22.2,32.9,27.1,72,,8.2,4,90,Surabaya
2020-08-01,22.8,33.6,27.3,72,0,7.9,5,140,Surabaya
2020-08-02,23.3,32.8,27.2,74,0,8,5,100,Surabaya
2020-08-03,23.3,33,27.2,76,0,8.3,5,150,Surabaya
2020-08-04,23.5,33,28.3,74,,7,4,150,Surabaya
2020-08-05,24.7,32.7,27.9,76,,3,4,150,Surabaya
2020-08-06,24.4,33.2,28.2,73,,8,7,90,Surabaya
2020-08-07,24.8,32.8,27.7,70,0,7.7,6,120,Surabaya
2020-08-08,24.9,32.5,28,75,0,4.7,5,120,Surabaya
2020-08-09,25.3,33.8,29.1,73,,8,5,130,Surabaya
2020-08-10,25.6,33.6,28.8,79,0,8.5,7,130,Surabaya
2020-08-11,26.2,33,28.7,78,0,6.1,7,150,Surabaya
2020-08-12,25,33.5,28.6,79,13,3.5,6,130,Surabaya
2020-08-13,25.4,34,28.7,76,,7.5,5,150,Surabaya
2020-08-14,25.6,34.4,28.6,78,1,6.5,5,110,Surabaya
2020-08-15,25.6,34.2,29.2,77,0,4.3,5,160,Surabaya
2020-08-16,26,34,29.4,73,,7,6,160,Surabaya
2020-08-17,24.6,34,28.3,72,0,8,6,150,Surabaya
2020-08-18,24.6,34.5,28.7,70,0,8.6,6,140,Surabaya
2020-08-19,24.8,34.4,28.8,68,0,8.8,5,150,Surabaya
2020-08-20,25.6,34.2,28.6,71,,8.5,6,150,Surabaya
2020-08-21,26,34.2,29,74,,7.3,8,120,Surabaya
2020-08-22,26,33.8,29.8,66,0,9,9,140,Surabaya
2020-08-23,24.8,35,28.9,72,0,9.2,9,160,Surabaya
2020-08-24,24.2,34.4,28.6,70,,9,8,140,Surabaya
2020-08-25,24.4,34,28.3,68,0,8.7,6,130,Surabaya
2020-08-26,24,33.8,28.2,70,0,9,5,120,Surabaya
2020-08-27,23.6,32.8,27.4,69,0,8.9,8,150,Surabaya
2020-08-28,24.3,34.1,28.2,71,,8.8,7,140,Surabaya
2020-08-29,25.2,35.4,29.2,72,,5.1,5,150,Surabaya
2020-08-30,24,35,28.7,65,0,8.3,7,110,Surabaya
2020-08-31,23.8,34.6,28.4,67,0,8.7,8,140,Surabaya
2020-09-01,24.8,34.6,29.4,68,,8.2,6,130,Surabaya
2020-09-02,25.2,35.8,29.6,72,0,8.6,4,60,Surabaya
2020-09-03,25.8,35.1,29.8,72,0,4.8,6,140,Surabaya
2020-09-04,27,35.5,30.6,69,0,9,7,150,Surabaya
2020-09-05,25.8,35.1,29.4,70,,8.8,6,140,Surabaya
2020-09-06,25.2,34.8,29.3,68,,9.1,6,130,Surabaya
2020-09-07,25.2,36.2,29.7,67,,9,6,140,Surabaya
2020-09-08,25.4,35,30,65,0,9,7,150,Surabaya
2020-09-09,25.8,34.5,29.4,70,,9,7,150,Surabaya
2020-09-10,25.9,35,29.1,70,0,6.4,6,130,Surabaya
2020-09-11,24.6,34.9,29.1,66,0,7.6,6,130,Surabaya
2020-09-12,25,34.6,29.6,67,0,9.1,6,130,Surabaya
2020-09-13,25.8,35,29.7,68,,9.1,5,150,Surabaya
2020-09-14,25.6,34.7,29.2,66,,8.6,6,130,Surabaya
2020-09-15,,,,,,,,,Surabaya
2020-09-16,,,,,,,,,Surabaya
2020-09-17,,,,,,,,,Surabaya
2020-09-18,,,,,,,,,Surabaya
2020-09-19,,,,,,,,,Surabaya
2020-09-20,,,,,,,,,Surabaya
2020-09-21,,,,,,,,,Surabaya
2020-09-22,,,,,,,,,Surabaya
2020-09-23,,,,,,,,,Surabaya
2020-09-24,,,,,,,,,Surabaya
2020-09-25,,,,,,,,,Surabaya
2020-09-26,,,,,,,,,Surabaya
2020-09-27,,,,,,,,,Surabaya
2020-09-28,26.3,35,30.2,68,0,8.8,7,140,Surabaya
2020-09-29,25.7,35.7,30,66,,8.7,8,160,Surabaya
2020-09-30,25.8,35,29.3,68,,8.7,6,120,Surabaya
2020-10-01,27.2,36,30.9,67,0,6.1,7,160,Surabaya
2020-10-02,26.8,35.6,30,71,0,8.8,7,130,Surabaya
2020-10-03,26.2,35.8,30.4,66,,8.9,7,120,Surabaya
2020-10-04,27,35.4,30.3,67,0,8.9,7,150,Surabaya
2020-10-05,26.2,35.9,30.3,64,0,8.8,6,150,Surabaya
2020-10-06,27,34.4,30.3,64,0,7.3,7,120,Surabaya
2020-10-07,25.8,34,29.3,68,,8.8,6,130,Surabaya
2020-10-08,26,34.6,30,66,0,8.7,5,130,Surabaya
2020-10-09,25.8,34.6,29.4,71,0,6.2,5,140,Surabaya
2020-10-10,26.4,33.3,28.4,76,0,3,4,90,Surabaya
2020-10-11,25.3,35.7,30,73,4,3,7,140,Surabaya
2020-10-12,26.2,35.6,30.6,69,0,8.4,7,120,Surabaya
2020-10-13,26.4,34.7,29.7,69,,8.5,8,140,Surabaya
2020-10-14,26.4,36.4,30.6,66,0,9,5,170,Surabaya
2020-10-15,26.2,36.6,30.6,66,,8.7,5,120,Surabaya
2020-10-16,27.6,35.2,30.8,66,,9,5,140,Surabaya
2020-10-17,25.8,36,29.8,68,0,8.4,6,150,Surabaya
2020-10-18,26.2,34.2,28.9,71,0,2.3,4,130,Surabaya
2020-10-19,25,30.3,27.1,82,,1,3,70,Surabaya
2020-10-20,25,33.4,28.4,82,10,0.5,6,130,Surabaya
2020-10-21,25.8,33.5,30,74,0,5.1,5,20,Surabaya
2020-10-22,26.2,35.7,30.2,72,0,4.5,4,160,Surabaya
2020-10-23,26.6,35.8,30.4,74,2.5,8.4,4,70,Surabaya
2020-10-24,25.6,36,30.2,74,0.7,6.7,6,20,Surabaya
2020-10-25,26,35.9,30.4,74,16.6,9,5,260,Surabaya
2020-10-26,25.9,34.8,29.5,78,30.5,7.2,3,20,Surabaya
2020-10-27,26,34.6,29,76,1,7.3,4,150,Surabaya
2020-10-28,25.6,35,29.8,74,2.7,7.2,5,130,Surabaya
2020-10-29,25.8,35.7,29.8,72,0,8.5,3,160,Surabaya
2020-10-30,27.1,32.8,27,86,0,6.2,3,130,Surabaya
2020-10-31,25.4,33.4,26.8,84,20.6,2.7,5,330,Surabaya
2020-11-01,24,33.2,28,82,34.3,3.5,3,300,Surabaya
2020-11-02,25.1,31.4,28.2,85,22.6,4.7,4,130,Surabaya
2020-11-03,25,33.3,28.3,82,8.6,0,7,130,Surabaya
2020-11-04,26.2,33.3,28.3,83,,4,4,70,Surabaya
2020-11-05,26.8,35,30,76,0,4.5,7,130,Surabaya
2020-11-06,26,35,30.2,75,0,5.2,4,90,Surabaya
2020-11-07,26.2,35.6,30.6,71,0,8.4,6,340,Surabaya
2020-11-08,26.9,35.4,30.5,74,,9.6,4,80,Surabaya
2020-11-09,26.1,34.2,30.2,70,,8.1,12,40,Surabaya
2020-11-10,26,36,30.9,69,0,9.7,5,120,Surabaya
2020-11-11,26,33.8,30.1,73,0,9.4,10,180,Surabaya
2020-11-12,28,34.7,31.1,74,,6.6,7,160,Surabaya
2020-11-13,27.5,36,31.7,73,,7.7,5,110,Surabaya
2020-11-14,26.8,34.6,31,69,0,7.6,5,140,Surabaya
2020-11-15,26.6,34.8,28.8,81,4.4,8.9,6,120,Surabaya
2020-11-16,26.4,35.2,30.5,71,15.5,5,6,140,Surabaya
2020-11-17,27.9,35.8,31.6,66,,9.7,5,140,Surabaya
2020-11-18,26.2,36,31.3,68,0,9.5,8,140,Surabaya
2020-11-19,27.8,36.2,31.2,73,0,9.8,9,70,Surabaya
2020-11-20,27,33.8,29.9,76,,8.3,5,60,Surabaya
2020-11-21,27.2,35.8,31.1,71,0.5,4.8,4,70,Surabaya
2020-11-22,26.6,35.5,29.5,76,0,9,7,130,Surabaya
2020-11-23,25,33.4,28.9,77,7.5,5.2,4,50,Surabaya
2020-11-24,25.6,32.7,28.1,82,3,6,4,290,Surabaya
2020-11-25,26,34.4,29.7,76,,3.6,5,350,Surabaya
2020-11-26,26.6,31.8,28.9,81,0.3,6.3,4,20,Surabaya
2020-11-27,26.4,32.4,28.7,81,1.2,1,4,340,Surabaya
2020-11-28,26.2,32.7,28.4,82,,0,4,20,Surabaya
2020-11-29,25.6,32.8,27.4,86,,1.3,4,10,Surabaya
2020-11-30,24.8,29.6,27.2,84,35.8,2.8,2,300,Surabaya
2020-12-01,25.6,33.6,28.9,78,0,0,6,130,Surabaya
2020-12-02,25.3,33,28.4,85,3,5.4,4,340,Surabaya
2020-12-03,26.8,34.5,29,80,0.2,3.3,7,330,Surabaya
2020-12-04,26.2,34.8,28.7,81,0,3.6,3,300,Surabaya
2020-12-05,25,34.6,28.1,81,46.1,5.3,6,330,Surabaya
2020-12-06,24.6,31.9,27.8,85,36.6,4.1,6,280,Surabaya
2020-12-07,25,30.4,26.3,90,26.4,2.4,6,340,Surabaya
2020-12-08,24.2,32.5,28.4,80,6,0.5,7,290,Surabaya
2020-12-09,25.7,27.6,26.5,92,15.3,2.3,5,280,Surabaya
2020-12-10,24.9,31.4,27.2,86,15.9,0,6,300,Surabaya
2020-12-11,25.4,30.8,27.1,88,4.3,3.2,6,330,Surabaya
2020-12-12,25.2,31,26.8,88,13.1,0.8,4,320,Surabaya
2020-12-13,24,32.8,27.8,84,31.3,0,7,360,Surabaya
2020-12-14,24.6,30.5,26.9,86,9.9,3,3,310,Surabaya
2020-12-15,25.2,32.2,27.5,84,18.1,0.7,4,340,Surabaya
2020-12-16,24.8,31.1,27.3,86,1,0,3,90,Surabaya
2020-12-17,25.2,33.3,27.8,82,17,3.1,5,300,Surabaya
2020-12-18,24.6,33.5,27.7,82,3.5,5,4,350,Surabaya
2020-12-19,25,32.8,28.5,74,10.8,6,6,300,Surabaya
2020-12-20,25.6,34,29.6,71,1,5,5,310,Surabaya
